brand,technology,display_colors,screen_size,screen_area,screen_to_body_ratio,screen_resolution,rear_camera,front_camera,os,external_memory,internal_memory,cpu,weight,radio,headphone_jack,length,width,high,battery_mah,battery_removable,battery_type,real_price,_4G
Htc,TFT,0.065,2.8,24.3,38.6,76800.0,2.0,0.3,Microsoft Windows Mobile 5.0,1.0,0.0625,0.4,150.0,0.0,0.0,108.0,58.2,18.4,1500,1.0,Li-Ion,2.0,0.0
Htc,TFT,0.065,2.8,24.3,37.8,76800.0,2.0,0.0,Microsoft Windows Mobile 5.0,1.0,0.0625,0.2,168.0,0.0,0.0,109.0,59.0,17.0,1130,1.0,Li-Ion,2.0,0.0
Htc,TFT,0.065,2.0,12.6,24.8,38720.0,1.3,0.0,Microsoft Windows Mobile 5.0,1.0,0.0625,0.2,,0.0,0.0,108.0,47.0,18.5,1150,1.0,Li-Ion,0.0,0.0
Htc,TFT,0.065,2.4,17.8,25.6,76800.0,1.3,0.0,Microsoft Windows Mobile 5.0,1.0,0.0625,0.2,130.0,0.0,0.0,111.5,62.5,12.8,960,1.0,Li-Ion,1.0,0.0
Htc,TFT,0.065,2.4,17.8,25.4,76800.0,2.0,0.0,Microsoft Windows Mobile 6.0,1.0,0.0625,0.4,120.0,0.0,0.0,112.5,62.5,13.5,1050,1.0,Li-Po,2.0,0.0
Htc,TFT,0.065,2.8,24.3,37.0,76800.0,2.0,0.3,Microsoft Windows Mobile 5.0,1.0,0.0625,0.4,176.0,0.0,0.0,113.0,58.0,22.0,1350,1.0,Li-Ion,2.0,0.0
Huawei,IPS LCD,16.0,6.6,105.2,83.8,1152000.0,13.0,8.0,Android 10,1.0,4.0,2.0,188.0,0.0,1.0,165.2,76.0,9.2,5000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.63,106.1,84.8,2592000.0,48.0,16.0,Android 10,1.0,6.0,2.0,197.0,0.0,1.0,163.5,76.5,9.0,4200,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.5,102.0,84.7,2592000.0,48.0,16.0,Android 10,1.0,6.0,2.0,192.0,0.0,1.0,160.0,75.3,8.4,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.5,102.0,84.7,2592000.0,48.0,16.0,Android 10,1.0,6.0,2.0,182.0,0.0,1.0,160.0,75.3,8.4,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.67,107.4,84.3,2592000.0,48.0,8.0,Android 10,1.0,4.0,2.0,206.0,1.0,1.0,165.7,76.9,9.3,5000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.21,94.7,83.1,2527200.0,24.0,8.0,Android 9.0,1.0,4.0,2.2,164.0,1.0,1.0,154.8,73.6,8.0,3400,0.0,Li-Po,1.0,1.0
Huawei,OLED,16.0,6.53,102.9,86.6,2592000.0,40.0,32.0,Android 10.0,1.0,6.0,2.58,185.0,0.0,0.0,160.3,74.2,8.1,4000,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.57,106.0,89.8,2527200.0,40.0,32.0,Android 10.0,1.0,8.0,2.86,186.0,0.0,0.0,160.3,73.6,8.4,4000,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.57,106.0,89.8,2527200.0,50.0,32.0,Android 10.0,1.0,8.0,2.86,190.0,0.0,0.0,160.3,73.6,8.4,4000,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.5,102.0,84.7,2592000.0,48.0,16.0,Android 10,1.0,6.0,2.0,192.0,0.0,1.0,160.0,75.3,8.4,4000,0.0,Li-Po,1.0,1.0
Huawei,AMOLED,16.0,6.3,95.8,83.3,2592000.0,48.0,16.0,Android 10,1.0,4.0,2.2,171.5,1.0,1.0,157.2,73.2,7.7,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.09,91.0,79.2,1123200.0,13.0,8.0,Android 9.0,1.0,3.0,2.3,150.0,1.0,1.0,156.3,73.5,8.2,3020,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.09,91.0,79.2,1123200.0,13.0,8.0,Android 9.0,1.0,3.0,2.3,150.0,1.0,1.0,156.3,73.5,8.2,3020,0.0,Li-Po,0.0,1.0
Huawei,IPS LCD,16.0,5.71,81.4,78.1,1094400.0,13.0,5.0,Android 9.0,1.0,3.0,2.0,146.0,,1.0,147.1,70.8,8.5,3020,0.0,Li-Po,0.0,1.0
Huawei,IPS LCD,16.0,6.3,95.8,81.3,1152000.0,13.0,8.0,Android 10,1.0,3.0,2.0,185.0,1.0,1.0,159.1,74.1,9.0,5000,0.0,Li-Po,0.0,1.0
Huawei,IPS LCD,16.0,6.39,100.2,82.4,1123200.0,48.0,8.0,Android 10,1.0,4.0,2.2,176.0,0.0,1.0,159.8,76.1,8.1,4000,0.0,Li-Po,1.0,1.0
Huawei,,16.0,5.45,76.7,73.8,1036800.0,8.0,5.0,Android 10,1.0,2.0,2.0,144.0,1.0,1.0,146.5,70.9,8.4,3020,0.0,Li-Po,0.0,1.0
Huawei,IPS LCD,16.0,6.5,103.2,84.0,2527200.0,48.0,16.0,Android 9.0,1.0,4.0,2.2,188.0,1.0,1.0,160.4,76.6,7.8,3750,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.39,100.2,82.4,1123200.0,48.0,8.0,Android 10.0,1.0,6.0,2.2,176.0,0.0,1.0,159.8,76.1,8.1,4000,0.0,Li-Po,1.0,1.0
Huawei,OLED,16.0,6.3,95.8,83.2,2592000.0,48.0,16.0,Android 10.0,1.0,6.0,2.27,165.0,0.0,1.0,157.4,73.2,7.8,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.3,95.8,81.3,1152000.0,13.0,8.0,Android 10.0,1.0,4.0,2.3,185.0,1.0,1.0,159.1,74.1,9.0,5000,0.0,Li-Po,0.0,1.0
Huawei,IPS LCD,16.0,6.81,112.0,83.9,2592000.0,64.0,16.0,Android 10,1.0,8.0,2.0,213.0,1.0,1.0,170.0,78.5,8.9,4300,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.57,104.2,84.5,2592000.0,40.0,32.0,Android 10,0.0,8.0,2.86,213.0,0.0,0.0,162.7,75.8,8.9,4200,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.63,106.1,84.7,2592000.0,40.0,16.0,Android 10,1.0,6.0,2.36,203.0,0.0,1.0,163.7,76.5,8.8,4300,0.0,Li-Po,1.0,1.0
Huawei,LTPS IPS LCD,16.0,7.09,125.5,84.7,2462400.0,48.0,8.0,Android 10,1.0,6.0,2.0,232.0,0.0,1.0,174.4,84.9,8.3,5000,0.0,Li-Po,1.0,1.0
Huawei,OLED,16.0,6.5,102.7,89.3,2566080.0,50.0,13.0,Android 10,1.0,8.0,3.13,188.0,0.0,1.0,158.6,72.5,8.8,4200,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.76,115.7,94.1,3725568.0,50.0,13.0,Android 10,1.0,8.0,3.13,212.0,0.0,0.0,162.9,75.5,9.1,4400,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.76,115.7,94.1,3725568.0,50.0,13.0,Android 10,1.0,12.0,3.13,230.0,0.0,0.0,162.9,75.5,8.8,4400,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.76,115.7,94.1,3725568.0,50.0,13.0,Android 10,1.0,12.0,3.13,234.0,0.0,0.0,162.9,75.5,10.1,4400,0.0,Li-Po,2.0,1.0
Huawei,Foldable OLED,16.0,8.0,205.0,86.9,5456000.0,40.0,40.0,Android 10.0,1.0,8.0,2.86,300.0,0.0,0.0,161.3,78.5,11.0,4500,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.5,102.0,83.8,2592000.0,64.0,16.0,Android 10,1.0,8.0,2.36,189.0,0.0,1.0,162.3,75.0,8.6,4000,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.5,102.0,83.8,2592000.0,64.0,16.0,Android 10,0.0,8.0,2.4,189.0,0.0,1.0,162.3,75.0,8.6,4000,0.0,Li-Po,1.0,1.0
Huawei,LTPS IPS LCD,16.0,6.4,101.4,83.5,2494800.0,48.0,16.0,Android 10.0,1.0,8.0,2.27,183.0,,1.0,159.2,76.3,8.7,4200,0.0,Li-Po,1.0,1.0
Huawei,OLED,16.0,6.53,102.9,85.4,2592000.0,64.0,16.0,Android 10,0.0,8.0,2.0,178.0,0.0,0.0,161.1,74.8,7.5,3800,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.21,94.7,83.1,2527200.0,13.0,8.0,Android 9.0,1.0,4.0,2.2,160.0,1.0,1.0,155.2,73.4,8.0,3400,0.0,Li-Ion,1.0,1.0
Huawei,IPS LCD,16.0,6.67,107.4,84.3,2592000.0,48.0,8.0,Android 10,1.0,4.0,2.0,206.0,1.0,1.0,165.7,76.9,9.3,5000,0.0,Li-Po,1.0,1.0
Huawei,OLED,16.0,6.3,95.8,83.2,2592000.0,48.0,16.0,Android 10,1.0,4.0,2.2,163.0,1.0,1.0,157.4,73.2,7.8,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.15,93.6,84.2,2496960.0,48.0,32.0,Android 9.0,1.0,6.0,2.2,152.9,1.0,1.0,152.9,72.7,7.4,3340,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.47,102.8,88.6,2527200.0,40.0,32.0,Android 10,1.0,8.0,2.6,192.0,0.0,0.0,158.0,73.4,8.4,4200,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.1,91.3,86.3,2527200.0,50.0,32.0,Android 10.0,1.0,6.0,2.86,175.0,0.0,0.0,148.9,71.1,8.5,3800,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.4,101.4,83.5,2494800.0,48.0,16.0,Android 10.0,1.0,6.0,2.27,183.0,0.0,1.0,159.2,76.3,8.7,4200,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.5,102.0,83.8,2592000.0,64.0,16.0,Android 10,1.0,6.0,2.36,189.0,,1.0,162.3,75.0,8.6,4000,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.39,100.2,82.4,1123200.0,48.0,8.0,Android 9.0,1.0,4.0,2.2,176.0,1.0,1.0,159.8,76.1,8.1,4000,0.0,Li-Po,1.0,1.0
Huawei,OLED,16.0,6.58,105.2,91.6,3168000.0,50.0,32.0,Android 10.0,1.0,8.0,2.86,209.0,0.0,0.0,158.2,72.6,9.0,4200,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.58,105.2,91.6,3168000.0,50.0,32.0,Android 10.0,1.0,8.0,2.86,226.0,0.0,0.0,158.2,72.6,9.0,4200,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,5.45,76.7,73.8,1036800.0,8.0,5.0,Android 10,1.0,2.0,2.0,144.0,1.0,1.0,146.5,70.9,8.4,3020,0.0,Li-Po,0.0,1.0
Huawei,IPS LCD,16.0,6.3,95.8,81.3,1152000.0,13.0,8.0,Android 10,1.0,3.0,2.0,185.0,1.0,1.0,159.1,74.1,9.0,5000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.09,91.0,79.2,1123200.0,13.0,8.0,Android 9.0,1.0,3.0,2.3,150.0,1.0,1.0,156.3,73.5,8.0,3020,0.0,Li-Po,0.0,1.0
Huawei,IPS LCD,16.0,6.67,107.4,84.3,2592000.0,48.0,8.0,Android 10,1.0,4.0,2.0,206.0,1.0,1.0,165.7,76.9,9.3,5000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.39,100.2,82.4,1123200.0,48.0,8.0,Android 9.0,1.0,4.0,2.2,176.0,1.0,1.0,159.8,76.1,8.1,4000,0.0,Li-Po,0.0,1.0
Huawei,OLED,16.0,6.3,95.8,83.2,2592000.0,48.0,16.0,Android 10,1.0,4.0,2.2,163.0,1.0,1.0,157.4,73.2,7.8,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.63,106.1,84.8,2592000.0,64.0,16.0,Android 10,1.0,6.0,2.0,197.0,0.0,1.0,163.5,76.5,9.0,4200,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.39,100.2,82.4,1123200.0,48.0,8.0,Android 9.0,1.0,4.0,2.2,176.0,1.0,1.0,159.8,76.1,8.1,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.59,106.6,84.3,2527200.0,48.0,16.0,Android 9.0,1.0,4.0,2.2,163.5,1.0,1.0,163.5,77.3,8.8,4000,0.0,Li-Po,1.0,1.0
Huawei,AMOLED,16.0,6.3,95.8,83.2,2592000.0,48.0,16.0,Android 9.0,1.0,6.0,2.2,163.0,1.0,1.0,157.4,73.2,7.8,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.09,90.4,78.7,1123200.0,13.0,8.0,Android 9.0,1.0,3.0,2.3,150.0,1.0,1.0,156.3,73.5,8.0,3020,0.0,Li-Po,0.0,1.0
Huawei,LTPS IPS LCD,16.0,6.21,94.7,83.1,2527200.0,24.0,8.0,Android 9.0,1.0,4.0,2.2,160.0,1.0,1.0,155.2,73.4,8.0,3400,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.21,94.7,83.1,2527200.0,24.0,32.0,Android 9.0,1.0,4.0,2.2,164.0,1.0,1.0,154.8,73.6,8.0,3400,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.26,96.2,84.2,2527200.0,48.0,32.0,Android 9.0,0.0,6.0,2.6,174.0,0.0,0.0,154.3,74.0,7.9,3750,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.21,94.7,83.1,2527200.0,24.0,32.0,Android 9.0,1.0,4.0,2.2,164.0,1.0,1.0,154.8,73.6,8.0,3400,0.0,Li-Po,2.0,1.0
Huawei,AMOLED,16.0,6.3,95.8,83.3,2592000.0,48.0,16.0,Android 9.0,1.0,4.0,2.2,171.5,1.0,1.0,157.2,73.2,7.7,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.26,96.2,84.1,2527200.0,48.0,32.0,Android 9.0,0.0,8.0,2.6,182.0,0.0,0.0,154.6,74.0,8.4,4000,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.21,94.7,83.1,2527200.0,24.0,32.0,Android 9.0,1.0,6.0,2.2,164.0,1.0,1.0,154.8,73.6,8.0,3400,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.26,96.2,84.2,2527200.0,48.0,32.0,Android 9.0,0.0,6.0,2.27,172.0,0.0,0.0,154.3,74.0,7.9,3750,0.0,Li-Po,1.0,1.0
Huawei,LCD,16.0,6.09,91.0,79.2,1123200.0,13.0,8.0,Android 9.0,1.0,3.0,2.3,150.0,1.0,1.0,156.3,73.5,8.0,3020,0.0,Li-Po,1.0,1.0
Huawei,LCD,16.0,5.71,81.4,78.1,1094400.0,13.0,5.0,Android 9.0,1.0,3.0,2.0,146.0,1.0,1.0,147.1,70.8,8.5,3020,0.0,Li-Ion,0.0,1.0
Huawei,LTPS IPS LCD,16.0,6.59,106.6,84.7,2527200.0,48.0,16.0,Android 9.0,1.0,8.0,2.27,206.0,1.0,1.0,163.1,77.2,8.8,4000,0.0,Li-Po,1.0,1.0
Huawei,AMOLED,16.0,6.39,100.2,84.8,2527200.0,16.0,16.0,Android 9.0,0.0,8.0,2.6,206.0,0.0,0.0,157.3,75.1,8.3,3500,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.39,100.2,82.9,1123200.0,48.0,8.0,Android 9.0,1.0,4.0,2.2,176.0,1.0,1.0,158.9,76.1,8.1,4000,0.0,Li-Po,0.0,1.0
Huawei,IPS LCD,16.0,5.71,81.4,78.1,1094400.0,13.0,5.0,Android 9.0,1.0,2.0,2.0,146.0,1.0,1.0,147.1,70.8,8.5,3020,0.0,Li-Po,0.0,1.0
Huawei,LCD,16.0,6.01,90.6,78.8,1123200.0,13.0,8.0,Android 9.0,1.0,3.0,2.3,150.0,1.0,1.0,156.3,73.5,8.0,3020,0.0,Li-Po,0.0,1.0
Huawei,IPS LCD,16.0,6.57,104.7,84.9,2592000.0,40.0,32.0,Android 10.0,0.0,6.0,2.86,213.0,0.0,0.0,162.7,75.8,8.9,4200,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.57,104.7,84.9,2592000.0,40.0,32.0,Android 10.0,0.0,8.0,2.86,206.0,0.0,0.0,162.7,75.8,8.8,4100,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,7.2,130.7,87.6,2423520.0,40.0,24.0,Android 9.0,1.0,8.0,2.6,233.0,0.0,0.0,174.6,85.4,8.4,4200,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.62,107.6,87.9,2527200.0,40.0,24.0,Android 10,1.0,6.0,2.86,196.0,0.0,1.0,160.8,76.1,8.4,4200,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.62,107.6,87.9,2527200.0,40.0,24.0,Android 10,1.0,6.0,2.86,196.0,0.0,1.0,160.8,76.1,8.4,4200,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.53,108.7,94.1,2822400.0,40.0,32.0,Android 10,1.0,8.0,2.86,198.0,0.0,0.0,158.1,73.1,8.8,4500,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.53,108.7,94.1,2822400.0,40.0,32.0,Android 10,1.0,8.0,2.86,198.0,0.0,0.0,158.1,73.1,8.8,4500,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.53,108.7,94.1,2822400.0,40.0,32.0,Android 10,1.0,12.0,2.86,198.0,0.0,0.0,158.1,73.1,9.3,4500,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,8.0,205.0,86.9,5456000.0,40.0,40.0,Android 9.0,1.0,8.0,2.6,295.0,0.0,0.0,161.3,78.3,11.0,4500,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.15,93.6,84.2,2496960.0,24.0,32.0,Android 9.0,1.0,6.0,2.2,159.0,0.0,1.0,152.9,72.7,7.4,3340,0.0,Li-Po,1.0,1.0
Huawei,OLED,16.0,6.39,100.2,85.1,2527200.0,48.0,32.0,Android 9.0,1.0,8.0,2.27,171.0,,0.0,157.4,74.8,7.3,3500,0.0,Li-Po,2.0,1.0
Huawei,OLED,16.0,6.39,100.2,85.1,2527200.0,48.0,32.0,Android 9.0,1.0,8.0,2.6,171.0,,0.0,157.4,74.8,7.3,3500,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.4,101.4,84.0,2494800.0,24.0,24.0,Android 9.0,1.0,8.0,2.2,178.0,1.0,1.0,159.1,75.9,8.3,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.26,96.2,83.4,2527200.0,48.0,32.0,Android 9.0,1.0,8.0,2.27,178.0,1.0,1.0,156.1,73.9,8.3,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,6.26,96.2,84.2,2527200.0,48.0,32.0,Android 9.0,0.0,8.0,2.6,174.0,0.0,0.0,154.3,74.0,7.8,3750,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.26,96.2,83.4,2527200.0,48.0,32.0,Android 9.0,1.0,6.0,2.27,178.0,1.0,1.0,156.1,73.9,8.3,4000,0.0,Li-Po,1.0,1.0
Huawei,LTPS IPS LCD,16.0,6.4,101.4,83.5,2494800.0,48.0,16.0,Android 10,1.0,8.0,2.27,183.0,,1.0,159.2,76.3,8.7,4200,0.0,Li-Po,1.0,1.0
Huawei,LTPS IPS LCD,16.0,6.59,106.6,84.7,2527200.0,48.0,16.0,Android 9.0,1.0,6.0,2.2,206.0,1.0,1.0,163.1,77.2,8.8,4000,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,,6.59,106.6,84.3,2527200.0,16.0,16.0,Android 9.0,1.0,4.0,2.2,196.8,,1.0,163.5,77.3,8.8,4000,0.0,Li-Po,1.0,1.0
Huawei,LTPS IPS LCD,16.0,6.4,101.4,84.0,2494800.0,16.0,16.0,Android 9.0,1.0,4.0,2.2,178.0,1.0,1.0,159.1,75.9,8.3,4000,0.0,Li-Po,1.0,1.0
Huawei,OLED,16.0,6.1,91.3,85.8,2527200.0,40.0,32.0,Android 9.0,1.0,8.0,2.6,165.0,0.0,1.0,149.1,71.4,7.6,3650,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.15,93.6,90.0,2496960.0,48.0,24.0,Android 9.0,1.0,4.0,2.2,159.0,,1.0,152.9,72.7,7.4,3340,0.0,Li-Po,1.0,1.0
Huawei,OLED,16.0,6.47,102.8,88.6,2527200.0,40.0,32.0,Android 9.0,1.0,8.0,2.6,192.0,0.0,0.0,158.0,73.4,8.4,4200,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.09,91.0,79.2,1123200.0,13.0,8.0,Android 9.0,1.0,2.0,2.0,150.0,1.0,1.0,156.3,73.5,8.0,3020,0.0,Li-Ion,1.0,1.0
Huawei,IPS LCD,16.0,6.09,91.0,79.2,1123200.0,13.0,8.0,Android 9.0,1.0,3.0,2.0,150.0,1.0,1.0,156.3,73.5,8.0,3020,0.0,Li-Ion,0.0,1.0
Huawei,IPS LCD,16.0,6.26,97.8,80.0,1094400.0,13.0,8.0,Android 8.1,1.0,3.0,1.8,168.0,1.0,1.0,158.9,76.9,8.1,4000,0.0,Li-Ion,1.0,1.0
Huawei,IPS LCD,16.0,6.26,97.8,80.0,1094400.0,13.0,16.0,Android 8.1,1.0,3.0,1.8,168.0,1.0,1.0,158.9,76.9,8.1,4000,0.0,Li-Ion,1.0,1.0
Huawei,IPS LCD,16.0,6.26,97.8,80.0,1094400.0,13.0,16.0,Android 8.1,1.0,3.0,1.8,168.0,1.0,1.0,158.9,76.9,8.1,4000,0.0,Li-Ion,1.0,1.0
Huawei,LTPS IPS LCD,16.0,6.59,106.6,84.3,2527200.0,16.0,16.0,Android 9.0,1.0,4.0,2.2,196.8,,1.0,163.5,77.3,8.8,4000,0.0,Li-Po,1.0,1.0
Huawei,LTPS IPS LCD,16.0,6.59,106.6,84.7,2527200.0,48.0,16.0,Android 9.0,1.0,6.0,2.2,206.0,1.0,1.0,163.1,77.2,8.8,4000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,5.84,85.1,79.9,2462400.0,16.0,24.0,Android 8.1,0.0,6.0,2.4,153.0,0.0,1.0,149.6,71.2,7.7,3400,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.21,94.7,83.1,2527200.0,13.0,24.0,Android 9.0,1.0,6.0,2.2,162.0,1.0,1.0,154.8,73.6,8.0,3400,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,5.7,83.8,75.4,1036800.0,13.0,8.0,Android 8.0,1.0,3.0,1.4,150.0,1.0,1.0,152.4,73.0,7.8,3000,0.0,Li-Po,0.0,1.0
Huawei,IPS LCD,16.0,5.99,92.6,76.3,1036800.0,13.0,8.0,Android 8.0,1.0,4.0,1.8,164.0,1.0,1.0,158.3,76.7,7.8,3000,0.0,Li-Po,1.0,1.0
Huawei,LCD,16.0,5.45,76.7,73.8,1036800.0,13.0,5.0,Android 8.1,1.0,2.0,1.5,142.0,1.0,1.0,146.5,70.9,8.3,3020,0.0,Li-Ion,0.0,1.0
Huawei,IPS LCD,16.0,6.26,97.8,81.9,1094400.0,13.0,8.0,Android 8.1,1.0,4.0,1.8,167.0,0.0,1.0,157.2,76.0,0.0,4000,0.0,Li-Po,1.0,1.0
Huawei,LTPS IPS LCD,16.0,6.5,103.2,84.0,2527200.0,20.0,16.0,Android 8.1,1.0,6.0,2.2,175.0,,1.0,160.4,76.6,7.8,3750,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,7.12,127.8,83.4,2423520.0,16.0,8.0,Android 8.1,1.0,4.0,1.8,210.0,1.0,1.0,177.6,86.3,8.1,5000,0.0,Li-Po,1.0,1.0
Huawei,IPS LCD,16.0,5.84,85.1,79.5,2462400.0,13.0,16.0,Android 8.0,1.0,4.0,2.36,152.0,1.0,1.0,149.2,71.8,7.7,3000,0.0,Li-Po,1.0,1.0
Huawei,AMOLED,16.0,6.39,100.2,84.8,2527200.0,16.0,16.0,Android 9.0,0.0,8.0,2.6,206.0,0.0,0.0,157.3,75.1,8.3,3500,0.0,Li-Po,2.0,1.0
Huawei,AMOLED,16.0,6.95,122.6,81.5,2397600.0,16.0,13.0,Android 8.1,1.0,8.0,2.4,230.0,1.0,0.0,177.0,85.0,7.7,5000,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.3,97.4,83.0,2527200.0,16.0,16.0,Android 8.1,1.0,6.0,2.4,176.0,0.0,1.0,157.9,74.3,7.5,3750,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.4,101.4,85.7,2494800.0,48.0,25.0,Android 9.0,0.0,8.0,2.6,180.0,0.0,1.0,156.9,75.4,8.1,4000,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.53,107.5,88.0,2423520.0,12.0,24.0,Android 9.0,1.0,6.0,2.6,188.0,1.0,1.0,158.2,77.2,8.3,4000,0.0,Li-Po,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.3,97.4,81.7,2527200.0,20.0,24.0,Android 8.1,1.0,6.0,2.2,172.0,1.0,1.0,158.3,75.3,7.6,3750,0.0,Li-Ion,2.0,1.0
Huawei,AMOLED,16.0,6.39,100.2,87.9,4492800.0,40.0,24.0,Android 9.0,1.0,8.0,2.6,189.0,0.0,0.0,157.8,72.3,8.6,4200,0.0,Li-Po,2.0,1.0
Huawei,AMOLED,16.0,6.39,100.2,87.9,4492800.0,40.0,24.0,Android 9.0,1.0,8.0,2.6,187.0,0.0,0.0,157.8,72.3,9.7,4200,0.0,Li-Po,2.0,1.0
Huawei,AMOLED,16.0,7.2,130.7,87.6,2423520.0,40.0,24.0,Android 9.0,1.0,6.0,2.6,232.0,0.0,1.0,174.6,85.4,8.2,5000,0.0,Li-Po,2.0,1.0
Huawei,AMOLED,16.0,6.0,92.6,83.5,4147200.0,40.0,24.0,Android 8.1,0.0,6.0,2.4,183.0,0.0,0.0,152.9,72.5,8.5,4000,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.3,97.4,84.2,2527200.0,16.0,24.0,Android 8.1,1.0,6.0,2.4,166.0,0.0,1.0,157.0,73.7,7.3,3750,0.0,Li-Po,2.0,1.0
Huawei,IPS LCD,16.0,6.3,97.4,82.2,2527200.0,16.0,24.0,Android 8.1,1.0,4.0,2.2,169.0,1.0,1.0,157.6,75.2,7.6,3340,0.0,Li-Ion,2.0,1.0
Huawei,IPS LCD,16.0,6.4,101.4,86.0,2494800.0,48.0,25.0,Android 9.0,1.0,8.0,2.4,172.0,0.0,1.0,157.0,75.1,7.8,3750,0.0,Li-Ion,2.0,1.0
Huawei,LTPS IPS LCD,16.0,6.21,94.7,83.1,2527200.0,13.0,16.0,Android 9.0,1.0,3.0,2.2,160.0,1.0,1.0,155.2,73.4,8.0,3400,0.0,Li-Ion,1.0,1.0
Huawei,LTPS IPS LCD,16.0,5.8,84.9,80.4,2419200.0,12.0,24.0,Android 8.1,0.0,4.0,2.4,165.0,0.0,0.0,149.1,70.8,7.7,3400,0.0,Li-Po,2.0,1.0
